형태소,품사,분류,카운트
K.iNG,URL,K.iNG,1
KA,Alpha,SHY KA,1
KICKN,Alpha,Blackpink: HERE I COME KICKN THE DOOR,1
KICKN,Alpha,"Blackpink: HERE I COME KICKN THE DOOR""",1
KIM,Alpha,• KIM LISA •,1
KNOW,Alpha,"-DONT BE LAZY, I KNOW, WE KNOW WE CAN DO IT",2
KNOW,Alpha,"-DONT BE LAZY, I KNOW, WE KNOW WE CAN DO IT""",2
KPOP,Alpha,"27,""• The first act in KPOP to get a 1B in debut;",1
KPOP,Alpha,• The first act in KPOP to get a 1B in debut;,1
KPOP,Alpha,• the first group of KPOP to get 1b; ,2
KTL,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",1
KTL,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",1
Kill,Alpha,BLACKPINK - 'Kill This Love' M/V,1
Kimmel,Alpha,BLACKPINK - 'Lovesick Girls' Jimmy Kimmel Live,1
KoralIntens,Alpha,KoralIntens,1
Korea,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",1
Korea,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",1
Korean,Alpha,"19,""Me: trying to get the Korean parts.",1
Korean,Alpha,Me: trying to get the Korean parts.,1
Kpop,Alpha,Kpop & Toca Boca FOREVER!,1
L,Alpha,Ani López,1
L,Alpha,Cherry L,2
L,Alpha,Cương Lê Minh,1
LA,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
LAS,Alpha,"61,LAS BLACKPINK SIEMPRE HACEN ARTES SON ALTAS DIOSAS",1
LAS,Alpha,LAS BLACKPINK SIEMPRE HACEN ARTES SON ALTAS DIOSAS,1
LAST,Alpha,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,1
LAZY,Alpha,"-DONT BE LAZY, I KNOW, WE KNOW WE CAN DO IT",1
LAZY,Alpha,"-DONT BE LAZY, I KNOW, WE KNOW WE CAN DO IT""",1
LET,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",1
LET,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",1
LIFE,Alpha,STAN BLACKPINK FOR A BETTER LIFE. VOTE FOR THEM (MAMA 2020),2
LIFE,Alpha,"STAN BLACKPINK FOR A BETTER LIFE. VOTE FOR THEM (MAMA 2020)""",2
LIFE,Alpha,STAN BLACKPINK FOR BETTER LIFE!,1
LIFE,Alpha,"STAN BLACKPINK FOR BETTER LIFE!""",1
LIJEROJI,Alpha,We love you LIJEROJI,1
LISA,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",2
LISA,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",2
LISA,Alpha,• KIM LISA •,1
LOVE,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",1
LOVE,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",1
LOVESICK,Alpha,LOVESICK GIRLS : BLACKPINK !,1
LOVESICK,Alpha,"LOVESICK GIRLS : BLACKPINK !""",1
Labels,Alpha,Big Hit Labels,1
Le,Alpha,An Le,1
Leave,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,1
Let,Alpha,"33,Let’s make every MV reaches 1 Billion",1
Let,Alpha,Let’s make every MV reaches 1 Billion,1
Lets,Alpha,"21,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote",1
Lets,Alpha,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote,1
Like,Alpha,BLACKPINK - 'How You Like That' DANCE PERFORMANCE VIDEO,1
Lin,Alpha,Lin Zhaoming,1
Lisa,Alpha,1. Lisa,1
Lisa,Alpha,"11,""Lisa: With loren - I am soooo sad ",1
Lisa,Alpha,"28,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool",1
Lisa,Alpha,"51,There's a think missing in my life. That's Lisa's wardrobe.",1
Lisa,Alpha,Lisa : with Loren,2
Lisa,Alpha,Lisa : with a boy ,2
Lisa,Alpha,Lisa: With loren - I am soooo sad ,1
Lisa,Alpha,There's a think missing in my life. That's Lisa's wardrobe.,1
Lisa,Alpha,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool,1
Live,Alpha,BLACKPINK - 'Lovesick Girls' Jimmy Kimmel Live,1
Loren,Alpha,"8,""Jennie : with Loren",1
Loren,Alpha,Jennie : with Loren,1
Loren,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in",1
Loren,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in""",1
Loren,Alpha,Lisa : with Loren,2
Loren,Alpha,Rosé : with Loren,2
Love,Alpha,BLACKPINK - 'Kill This Love' M/V,1
Love,Alpha,Love To Hate Me,1
Love,Alpha,Love is a drug that I quit,2
Love,Alpha,•Love To Hate Me is a diss to OT1/2/3 Stans,1
Lovesick,Alpha,"2,""BLACKPINK – ‘Lovesick Girls’",1
Lovesick,Alpha,BLACKPINK - 'Lovesick Girls' DANCE PRACTICE VIDEO,1
Lovesick,Alpha,BLACKPINK - 'Lovesick Girls' Jimmy Kimmel Live,1
Lovesick,Alpha,BLACKPINK - 'Lovesick Girls' M/V,1
Lovesick,Alpha,BLACKPINK – ‘Lovesick Girls’,1
Lovesick,Alpha,BLACKPINK – ‘Lovesick Girls’ M/V,1
Lovesick,Alpha,Lovesick girls,6
Lovesick,Alpha,Lovesick girls ,2
Lovesick,Alpha,Mix - BLACKPINK – ‘Lovesick Girls’ M/V,1
Lovesick,Alpha,Vocal Coach Reacts to BLACKPINK – Lovesick Girls,1
M,Alpha,10M,1
M,Alpha,112M views,1
M,Alpha,13M views,1
M,Alpha,184M views,1
M,Alpha,193M views,1
M,Alpha,203M views,1
M,Alpha,21M views,1
M,Alpha,287M views,1
M,Alpha,377M views,1
M,Alpha,397M views,1
M,Alpha,45M views,1
M,Alpha,52.4M subscribers,1
M,Alpha,551M views,1
M,Alpha,574M views,1
M,Alpha,63M views,1
M,Alpha,76M views,1
M,Alpha,899M views,1
M,Alpha,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,1
M,Alpha,BLACKPINK - 'Kill This Love' M/V,1
M,Alpha,BLACKPINK - 'Lovesick Girls' M/V,1
M,Alpha,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,1
M,Alpha,BLACKPINK - '붐바야'(BOOMBAYAH) M/V,1
M,Alpha,BLACKPINK - '휘파람'(WHISTLE) M/V,1
M,Alpha,BLACKPINK – ‘Lovesick Girls’ M/V,1
M,Alpha,ITZY “Not Shy” M/V,1
M,Alpha,Mix - BLACKPINK – ‘Lovesick Girls’ M/V,1
M,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
M,Alpha,"TWICE """"Feel Special"""" M/V",1
M,Alpha,"TWICE """"I CAN'T STOP ME"""" M/V",1
M,Alpha,"TWICE """"MORE & MORE"""" M/V",1
MAMA,Alpha,-MAMA's VOTING ALREADY BEGIN,2
MAMA,Alpha,"15,VOTE BLACKPINK ON MAMA2020 BECAUSE THEY DESERVE TO WIN WE CAN DO IT BLINKS",1
MAMA,Alpha,"21,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote",1
MAMA,Alpha,"32,Vote for BLACKPINK in MAMA guys",1
MAMA,Alpha,"35,VOTE AT MAMA BLINKS! BLACKPINK IS NOMINATED. THEY MIGHT PERFORM THERE.",1
MAMA,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",2
MAMA,Alpha,"57,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.",1
MAMA,Alpha,"7,Guys pls dont' foget vote BLACKPINK in MAMA 2020.",1
MAMA,Alpha,Blinks please vote for Blackpink in the MWAVE APP. (MAMA 2020) ,1
MAMA,Alpha,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.,1
MAMA,Alpha,Guys pls dont' foget vote BLACKPINK in MAMA 2020.,1
MAMA,Alpha,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote,1
MAMA,Alpha,STAN BLACKPINK FOR A BETTER LIFE. VOTE FOR THEM (MAMA 2020),2
MAMA,Alpha,"STAN BLACKPINK FOR A BETTER LIFE. VOTE FOR THEM (MAMA 2020)""",2
MAMA,Alpha,VOTE AT MAMA BLINKS! BLACKPINK IS NOMINATED. THEY MIGHT PERFORM THERE.,1
MAMA,Alpha,VOTE BLACKPINK ON MAMA2020 BECAUSE THEY DESERVE TO WIN WE CAN DO IT BLINKS,1
MAMA,Alpha,Vote for BLACKPINK in MAMA guys,1
MAMA,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",2
MAMAMOO,Alpha,MAMAMOO,1
MAMAMOO,Alpha,[MV] 마마무(MAMAMOO) - HIP,1
MANY,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",1
MANY,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",1
MARGE,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
MAY,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
ME,Alpha,"TWICE """"I CAN'T STOP ME"""" M/V",1
MIGHT,Alpha,"35,VOTE AT MAMA BLINKS! BLACKPINK IS NOMINATED. THEY MIGHT PERFORM THERE.",1
MIGHT,Alpha,VOTE AT MAMA BLINKS! BLACKPINK IS NOMINATED. THEY MIGHT PERFORM THERE.,1
MORE,Alpha,SHOW MORE,2
MORE,Alpha,"TWICE """"MORE & MORE"""" M/V",2
MV,Alpha,"33,Let’s make every MV reaches 1 Billion",1
MV,Alpha,"49,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg",1
MV,Alpha,BTS (방탄소년단) 'Dynamite' Official MV,1
MV,Alpha,HYLT is predicted to lose its tittle as most viewed K-pop MV of 2020 in December (or even sooner),2
MV,Alpha,Let’s make every MV reaches 1 Billion,1
MV,Alpha,Red Velvet 레드벨벳 'Psycho' MV,1
MV,Alpha,[MV] 마마무(MAMAMOO) - HIP,1
MV,Alpha,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg,1
MV,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",2
MV,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",2
MWAVE,Alpha,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",1
MWAVE,Alpha,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",1
MWAVE,Alpha,Blinks please vote for Blackpink in the MWAVE APP. (MAMA 2020) ,1
Manjari,Alpha,Prema Manjari,1
Marina,Alpha,Marina Smith,1
Me,Alpha,"19,""Me: trying to get the Korean parts.",1
Me,Alpha,Love To Hate Me,1
Me,Alpha,Me: :(,1
Me,Alpha,"Me: :(""",1
Me,Alpha,Me: gorlllll i question that to myself everyday,1
Me,Alpha,"Me: gorlllll i question that to myself everyday""",1
Me,Alpha,Me: laughing in closeted lesbian,1
Me,Alpha,"Me: laughing in closeted lesbian""",1
Me,Alpha,Me: trying to get the Korean parts.,1
Me,Alpha,•Love To Hate Me is a diss to OT1/2/3 Stans,1
Meghani,Alpha,Nia Meghani,1
Melanie,Alpha,ɞ Melanie Thiddara Muñoz Dominguez ɞ,1
Merchbar,Alpha,Merchbar,6
Million,Alpha,1 Million : listo,1
Million,Alpha,"62,""1 Million : listo",1
Millones,Alpha,10 Millones : listo,2
Millones,Alpha,20 Millones : listo,2
Millones,Alpha,30 Millones : listo,1
Millones,Alpha,"30 Millones : listo""",1
Minh,Alpha,Cương Lê Minh,1
Mix,Alpha,Mix - BLACKPINK – ‘Lovesick Girls’ M/V,1
Mom,Alpha,Ur Mom,1
Mu,Alpha,ɞ Melanie Thiddara Muñoz Dominguez ɞ,1
Mubashira,Alpha,Mubashira kt Mubi,1
Mubi,Alpha,Mubashira kt Mubi,1
Multifandom,Alpha,Multifandom FTW,1
Music,Alpha,YouTube Music,1
N,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
NAVIGATION,Alpha,"0,""SKIP NAVIGATION",1
NECESITO,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
NNNN,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
NOMINATED,Alpha,"35,VOTE AT MAMA BLINKS! BLACKPINK IS NOMINATED. THEY MIGHT PERFORM THERE.",1
NOMINATED,Alpha,VOTE AT MAMA BLINKS! BLACKPINK IS NOMINATED. THEY MIGHT PERFORM THERE.,1
NUNCA,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
New,Alpha,New,1
Nia,Alpha,Nia Meghani,1
Nikko,Alpha,Giralph Nikko Pescueso,1
No,Alpha,"No diamond rings, that set in stone",2
No,Alpha,No doctor could help when I’m lovesick,2
No,Alpha,"No love letters, no x and o’s",2
No,Alpha,"No love never, my exes know",2
Not,Alpha,"34,""In this era everybody shines, Not only one""",1
Not,Alpha,"49,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg",1
Not,Alpha,ITZY “Not Shy” M/V,1
Not,Alpha,"In this era everybody shines, Not only one",1
Not,Alpha,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg,1
OF,Alpha,"47,THE PART OF JISOO IS ART-",1
OF,Alpha,"54,JISOO IS THE QUEEN 👑👑👑OF 2020 GO SEARCH ON GOOGLE ALSO",1
OF,Alpha,JISOO IS THE QUEEN 👑👑👑OF 2020 GO SEARCH ON GOOGLE ALSO,1
OF,Alpha,THE PART OF JISOO IS ART-,1
OLVIDAR,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
ON,Alpha,"15,VOTE BLACKPINK ON MAMA2020 BECAUSE THEY DESERVE TO WIN WE CAN DO IT BLINKS",1
